rfp_id,sku_id,category,final_score,baseline_score,structured_score,semantic_score,standards_score,shap_structured,shap_semantic,shap_standards,dominant_feature
RFP_6413,SKU_300,matching,0.7700696110725402,0.6691409972959177,0.8,0.5668987035751343,1.0,0.05485772560772567,-0.013929111831103036,0.06000000000000001,Standards score
RFP_6414,SKU_217,partially matching,0.6016699176568252,0.6691409972959177,0.5384615384615384,0.441463828086853,1.0,-0.07591150516150513,-0.05155957447758741,0.06000000000000001,Structured score
RFP_6415,SKU_146,partially matching,0.5984220981597901,0.6691409972959177,0.8,0.6614069938659668,0.0,0.05485772560772567,0.014423375256146719,-0.13999999999999999,Standards score
RFP_6416,SKU_105,partially matching,0.7026356334036046,0.6691409972959177,0.6363636363636364,0.6148460507392883,1.0,-0.026960456210456174,0.0004550923181431798,0.06000000000000001,Standards score
RFP_6417,SKU_256,partially matching,0.6674574071710759,0.6691409972959177,0.6363636363636364,0.4975852966308594,1.0,-0.026960456210456174,-0.03472313391438551,0.06000000000000001,Standards score
RFP_6418,SKU_254,partially matching,0.6988471746444702,0.6691409972959177,0.6,0.6628239154815674,1.0,-0.04514227439227436,0.014848451740826895,0.06000000000000001,Standards score
RFP_6419,SKU_225,matching,0.7681879130693583,0.6691409972959177,0.6923076923076923,0.7401135563850403,1.0,0.0010115717615717945,0.03803534401186876,0.06000000000000001,Standards score
RFP_6420,SKU_291,partially matching,0.5749721705913544,0.6691409972959177,0.4,0.5832405686378479,1.0,-0.14514227439227434,-0.009026552312288948,0.06000000000000001,Structured score
RFP_6421,SKU_288,matching,0.7390438209880481,0.6691409972959177,0.7272727272727273,0.5846915245056152,1.0,0.018494089244089296,-0.008591265551958749,0.06000000000000001,Standards score
RFP_6422,SKU_225,partially matching,0.7180207133293153,0.6691409972959177,0.6,0.7267357110977173,1.0,-0.04514227439227436,0.03402199042567187,0.06000000000000001,Standards score
RFP_6423,SKU_230,partially matching,0.6181797764518044,0.6691409972959177,0.45454545454545453,0.6363568305969238,1.0,-0.11786954711954709,0.006908326275433829,0.06000000000000001,Structured score
RFP_6424,SKU_286,partially matching,0.5525557319323222,0.6691409972959177,0.3333333333333333,0.6196302175521851,1.0,-0.1784756077256077,0.0018903423620121984,0.06000000000000001,Structured score
RFP_6425,SKU_264,partially matching,0.5517400741577149,0.6691409972959177,0.8,0.5058002471923828,0.0,0.05485772560772567,-0.03225864874592847,-0.13999999999999999,Standards score
RFP_6426,SKU_201,partially matching,0.6253536444443923,0.6691409972959177,0.5384615384615384,0.5204095840454102,1.0,-0.07591150516150513,-0.027875847690020272,0.06000000000000001,Structured score
RFP_6427,SKU_236,matching,0.8138997121290727,0.6691409972959177,0.9090909090909091,0.5311808586120605,1.0,0.10940318015318018,-0.024644465320025153,0.06000000000000001,Structured score
