rfp_id,model,score_clean,score_start,score_middle,score_end,delta_start,delta_middle,delta_end,rank_stable_start,rank_stable_middle,rank_stable_end
RFP_0007,TF-IDF + Cosine,0.07766319066286087,0.045740675181150436,0.03373757004737854,0.04123016446828842,-0.031922515481710434,-0.04392562061548233,-0.03643302619457245,True,True,True
RFP_0007,BM25 (Okapi),1.0,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
RFP_0007,Exact Structured,0.9166666865348816,0.9166666865348816,0.9166666865348816,0.9166666865348816,0.0,0.0,0.0,True,True,True
RFP_0007,Hybrid (Ours),0.6554100513458252,0.6099522709846497,0.6112678050994873,0.6197691559791565,-0.04545778036117554,-0.04414224624633789,-0.0356408953666687,True,True,True
RFP_0008,SBERT MPNet (sem-only),0.6792769432067871,0.6266914010047913,0.5874538421630859,0.5488811731338501,-0.05258554220199585,-0.09182310104370117,-0.130395770072937,False,False,False
RFP_0008,SBERT MiniLM-L6,0.5905367136001587,0.5840652585029602,0.4940362572669983,0.5089134573936462,-0.006471455097198486,-0.0965004563331604,-0.08162325620651245,True,False,False
RFP_0008,TF-IDF + Cosine,0.08298712223768234,0.041878487914800644,0.05160827189683914,0.07049042731523514,-0.0411086343228817,-0.0313788503408432,-0.012496694922447205,True,False,False
RFP_0008,BM25 (Okapi),1.0,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
RFP_0008,Exact Structured,0.699999988079071,0.699999988079071,0.699999988079071,0.699999988079071,0.0,0.0,0.0,True,True,True
RFP_0008,Hybrid (Ours),0.7321324944496155,0.7094663381576538,0.6890283226966858,0.6955885887145996,-0.02266615629196167,-0.04310417175292969,-0.03654390573501587,True,True,True
RFP_0009,SBERT MPNet (sem-only),0.6360275745391846,0.5630947351455688,0.5350386500358582,0.5392435193061829,-0.07293283939361572,-0.10098892450332642,-0.09678405523300171,False,False,False
RFP_0009,SBERT MiniLM-L6,0.5775952339172363,0.5266191363334656,0.5309844613075256,0.5274327397346497,-0.05097609758377075,-0.04661077260971069,-0.05016249418258667,False,False,False
RFP_0009,TF-IDF + Cosine,0.11224285513162613,0.07118751108646393,0.0532616525888443,0.06547874212265015,-0.0410553440451622,-0.05898120254278183,-0.04676411300897598,True,True,True
RFP_0009,BM25 (Okapi),1.0,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
RFP_0009,Exact Structured,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0,0.0,0.0,True,True,True
RFP_0009,Hybrid (Ours),0.7430329918861389,0.7267013192176819,0.7292601466178894,0.7356831431388855,-0.01633167266845703,-0.013772845268249512,-0.007349848747253418,True,True,True
RFP_0010,SBERT MPNet (sem-only),0.72389817237854,0.6160578727722168,0.607420802116394,0.633600115776062,-0.10784029960632324,-0.116477370262146,-0.09029805660247803,False,False,False
RFP_0010,SBERT MiniLM-L6,0.6420566439628601,0.6430164575576782,0.6066673994064331,0.558826208114624,0.0009598135948181152,-0.035389244556427,-0.08323043584823608,True,True,True
RFP_0010,TF-IDF + Cosine,0.07685855776071548,0.047361671924591064,0.035949911922216415,0.04311210289597511,-0.02949688583612442,-0.04090864583849907,-0.03374645486474037,True,True,True
RFP_0010,BM25 (Okapi),1.0,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
RFP_0010,Exact Structured,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0,0.0,0.0,True,True,True
RFP_0010,Hybrid (Ours),0.7924606204032898,0.7548502683639526,0.7551785707473755,0.7693430781364441,-0.03761035203933716,-0.03728204965591431,-0.023117542266845703,True,True,True
RFP_0011,SBERT MPNet (sem-only),0.7485407590866089,0.5705620050430298,0.603008508682251,0.6339825987815857,-0.1779787540435791,-0.1455322504043579,-0.1145581603050232,False,False,True
RFP_0011,SBERT MiniLM-L6,0.6863784193992615,0.6916285753250122,0.6792381405830383,0.5663052201271057,0.005250155925750732,-0.0071402788162231445,-0.12007319927215576,True,True,True
RFP_0011,TF-IDF + Cosine,0.0861160084605217,0.05649928003549576,0.0443415530025959,0.05401773005723953,-0.02961672842502594,-0.041774455457925797,-0.032098278403282166,True,True,True
RFP_0011,BM25 (Okapi),1.0,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
RFP_0011,Exact Structured,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0,0.0,0.0,True,True,True
RFP_0011,Hybrid (Ours),0.5622612833976746,0.5090152025222778,0.506548285484314,0.5242847204208374,-0.05324608087539673,-0.055712997913360596,-0.03797656297683716,False,True,True
